0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,y
10,18,25,30,20,31,29,26,17,31,29,25,17,31,28,24,21,31,28,24,9,18,25,11,26,25,21,11,29,27,23,16,30,28,24,24,32,29,25,9,18,1,19,19,15,7,23,23,19,15,26,25,21,23,30,27,24,8,8,9,10,7,8,15,15,13,13,19,19,17,21,24,23,21,17,0,2,4,13,7,9,8,14,12,13,13,18,18,18,18,18,18,14,7,22,22,18,15,26,25,21,23,30,27,24,3,5,14,7,9,9,14,12,13,14,19,18,18,18,3,13,4,6,5,12,10,10,11,16,15,15,15,9,8,8,5,9,12,11,10,14,17,15,14,17,16,12,8,20,18,14,16,23,20,17,2,6,14,5,7,9,14,12,12,13,4,11,4,4,6,11,9,9,10,7,7,6,5,10,11,10,9,14,11,7,8,15,13,9,3,7,11,6,7,9,4,8,5,4,6,5,8,6,4,9,6,2,3,7,4,1
9,18,27,33,20,33,31,27,18,33,31,26,18,33,29,25,22,32,28,24,9,20,28,11,28,27,22,12,31,29,24,17,32,29,24,24,32,29,26,11,19,1,20,20,15,6,24,24,19,15,27,25,21,23,29,27,24,8,10,9,10,6,8,15,16,13,13,20,19,17,21,23,22,21,18,2,5,6,15,9,11,11,16,15,16,16,21,20,20,20,19,19,15,7,24,24,20,16,27,26,22,24,30,27,25,3,6,16,7,9,9,15,12,13,14,19,18,18,18,4,14,5,6,6,12,10,11,11,16,15,15,15,10,9,9,6,9,13,12,11,15,17,16,15,18,17,13,8,21,18,15,17,22,20,18,3,7,14,5,7,10,15,11,12,14,4,12,3,4,7,11,8,9,10,7,7,6,5,9,10,9,9,14,11,7,8,15,12,9,3,8,11,5,7,10,4,8,4,4,6,4,7,5,4,9,5,1,3,7,3,1
10,18,25,30,20,32,31,27,18,32,30,26,18,32,29,24,22,31,28,24,9,18,25,11,26,26,23,11,29,28,24,16,30,28,24,23,32,29,25,10,17,2,18,19,16,6,23,23,19,14,26,25,21,23,29,27,24,8,9,8,10,8,7,14,15,12,12,19,18,16,20,23,22,20,17,1,3,3,13,7,9,8,13,12,13,13,18,18,17,17,18,20,17,7,23,23,20,16,27,26,22,24,30,28,25,3,5,15,7,10,10,15,13,14,15,19,19,19,19,3,15,4,6,6,13,9,11,11,16,15,15,15,11,6,7,5,10,10,11,10,14,15,14,14,17,17,13,8,20,19,15,17,23,21,18,3,6,13,5,7,9,14,11,12,13,4,12,3,4,6,11,8,9,10,8,7,6,4,9,10,9,9,14,12,7,8,15,12,9,3,7,11,5,7,9,4,8,4,4,6,5,7,5,4,9,6,2,3,7,3,1
10,18,26,31,21,33,32,28,19,33,32,27,20,33,30,26,23,32,29,25,9,19,26,11,27,27,23,12,30,29,25,17,31,29,25,24,32,30,26,10,18,2,19,20,16,6,23,23,19,14,26,25,21,22,28,26,23,8,9,8,10,7,6,13,14,11,11,18,18,15,18,22,21,19,17,2,2,3,13,6,8,7,12,11,12,12,16,16,16,16,18,19,16,7,23,23,19,15,26,25,22,23,29,27,25,3,5,14,7,10,9,14,13,14,14,19,18,18,18,3,14,4,6,6,12,9,10,11,15,14,14,15,11,6,7,5,9,10,10,9,13,15,14,13,17,17,13,8,20,18,15,16,22,20,17,3,6,13,5,7,9,14,11,12,13,4,11,3,4,6,11,8,8,10,7,7,6,4,9,10,9,8,14,11,7,8,15,12,9,3,7,11,5,7,9,4,8,4,4,6,4,7,5,3,9,5,2,3,7,3,1
10,19,28,35,20,34,31,27,18,34,31,27,21,35,31,27,26,35,32,28,10,20,28,10,28,26,21,13,30,28,23,20,32,30,26,27,35,31,28,11,20,0,19,18,14,8,24,22,18,17,27,25,22,26,31,28,26,9,10,8,8,5,10,15,14,12,16,20,19,17,23,25,23,22,19,1,4,7,16,8,10,10,17,14,15,15,22,20,20,20,19,18,13,8,23,21,17,17,27,25,22,26,31,28,26,2,6,15,7,8,9,16,13,13,14,21,19,18,19,4,13,6,6,6,13,11,11,11,18,17,16,16,8,9,8,6,11,14,13,11,18,19,17,16,17,15,10,9,19,17,13,17,23,20,17,2,7,13,6,7,9,15,12,11,13,4,10,5,5,6,13,11,9,10,7,9,7,5,12,13,11,10,13,10,6,8,15,11,8,3,7,12,6,6,9,4,9,6,4,6,6,9,6,4,9,6,3,3,6,3,1
10,20,28,34,20,33,32,28,18,34,32,28,20,34,31,27,25,34,31,28,10,20,27,10,27,26,22,13,29,28,24,19,31,29,25,27,33,30,27,10,19,1,18,19,15,9,23,22,18,18,26,24,21,26,30,27,25,8,10,8,9,7,10,14,14,11,17,19,18,16,24,24,22,21,18,0,3,5,15,7,8,8,17,13,13,13,22,19,17,17,18,18,14,8,22,21,17,17,25,23,20,25,29,26,24,2,4,15,7,8,7,16,13,12,13,21,18,17,17,3,14,5,5,5,14,10,10,10,19,16,14,14,10,7,7,4,12,12,11,9,18,17,15,14,16,15,11,8,18,16,12,16,21,18,15,2,5,14,5,6,8,16,11,10,11,4,12,5,4,6,14,10,9,9,9,8,6,5,13,12,10,9,13,10,6,8,14,11,7,2,7,12,5,5,7,4,10,6,4,5,8,9,6,4,9,7,5,2,6,3,1
11,20,27,32,21,34,33,30,18,34,33,29,19,35,33,28,24,36,33,29,9,19,26,10,27,28,25,11,30,30,26,17,33,31,27,26,36,33,29,10,18,0,19,21,18,7,24,25,21,16,28,27,24,25,32,30,27,8,10,9,11,9,9,15,16,14,14,20,20,18,22,26,25,22,18,1,3,3,14,7,9,8,14,13,14,14,19,20,19,18,19,21,18,7,24,25,21,16,28,28,24,26,33,31,28,3,5,16,7,10,9,16,14,15,15,21,21,20,19,3,16,4,6,6,15,10,11,11,18,17,16,15,13,6,7,5,11,11,11,10,16,17,16,14,19,19,15,8,22,21,17,18,26,24,20,2,5,15,6,8,9,16,13,12,13,4,14,4,5,7,13,10,10,10,10,7,6,5,11,12,11,9,16,14,9,9,18,15,11,2,7,13,6,6,8,4,10,5,4,5,6,9,6,4,11,9,4,2,6,4,1
11,20,28,34,20,34,33,29,18,34,33,29,20,35,33,28,25,35,33,29,10,19,27,10,27,27,23,12,30,29,25,19,32,30,26,26,34,32,28,10,19,0,18,19,15,8,23,22,19,17,27,25,22,25,30,28,25,8,10,8,9,7,10,14,14,12,15,19,18,17,23,24,22,21,18,0,2,5,15,7,8,8,16,13,13,13,21,19,17,17,18,18,15,7,22,22,18,16,26,24,21,24,30,27,25,2,5,15,7,8,8,16,13,13,13,21,19,17,17,3,14,4,5,5,14,10,10,10,18,16,15,14,10,7,7,5,11,12,11,10,17,17,15,14,17,16,12,8,20,18,14,16,22,20,17,2,5,14,5,6,8,16,12,11,11,4,13,4,4,6,14,10,9,9,9,7,6,5,12,12,10,9,14,12,8,8,15,13,9,2,6,13,6,5,7,4,11,6,4,5,7,8,6,4,10,8,5,2,6,3,1
11,20,28,34,20,33,33,29,18,34,33,29,20,35,32,28,25,35,32,29,10,19,27,10,26,26,23,12,29,29,25,18,32,30,26,25,33,31,28,10,19,0,17,18,15,7,22,22,19,16,26,25,21,24,30,27,25,9,10,7,9,7,9,14,15,12,15,19,18,17,22,24,22,21,18,1,2,5,15,6,8,8,16,12,13,13,20,18,17,17,17,18,15,7,22,22,19,16,26,25,22,24,30,27,25,3,4,14,7,9,9,16,13,14,14,21,19,18,18,3,14,4,6,6,14,10,10,11,18,16,15,15,11,6,7,5,11,11,11,10,16,16,15,14,17,16,12,8,20,18,14,16,22,20,17,2,5,14,6,6,8,16,12,11,12,3,12,4,4,6,13,10,9,9,9,7,6,5,12,11,10,9,14,12,7,8,15,13,10,2,6,12,6,6,8,4,10,5,4,5,7,8,5,4,10,8,4,2,5,3,1
11,20,28,34,22,34,35,33,21,35,34,31,22,35,32,28,25,33,31,27,9,19,26,11,27,28,26,13,29,29,25,18,31,29,24,24,31,29,25,9,17,2,18,20,18,8,22,22,19,15,25,24,20,23,27,25,23,8,7,9,12,10,8,15,15,13,14,19,18,16,21,23,21,20,15,2,5,5,13,9,10,9,16,14,14,14,21,19,18,18,16,19,16,7,20,21,17,15,24,22,19,22,26,24,22,3,3,13,7,8,7,15,12,12,13,19,17,17,17,2,15,4,5,6,14,9,10,11,18,15,14,15,12,4,5,4,12,9,9,9,16,14,13,13,15,15,11,7,17,16,12,15,19,17,14,1,4,13,5,6,8,15,11,10,11,3,12,4,4,7,13,9,9,10,8,6,5,5,12,10,9,9,12,10,6,7,12,10,7,2,6,11,5,5,8,4,9,5,4,6,6,7,5,4,8,6,3,2,5,3,1
10,19,28,35,22,35,32,28,20,35,33,29,21,35,32,28,26,35,32,28,9,19,28,12,28,27,22,13,31,29,25,19,33,30,26,26,34,31,28,10,19,2,20,19,15,7,25,24,20,16,28,26,23,25,31,28,26,9,9,10,10,7,8,16,16,13,14,20,20,18,22,25,23,22,18,1,4,6,15,8,10,10,16,14,15,15,21,20,19,19,19,19,14,7,24,24,20,17,28,26,23,26,31,29,26,3,6,15,7,9,9,15,13,14,14,20,19,18,18,4,13,5,6,6,12,10,10,10,16,16,15,15,9,9,9,6,9,13,12,10,16,18,16,15,18,17,12,9,21,19,15,18,24,21,18,3,6,14,5,7,9,15,12,12,13,4,11,4,4,6,12,9,9,9,7,8,6,4,10,11,10,9,14,11,7,9,15,12,9,3,7,12,6,7,9,4,8,5,4,6,6,8,5,4,9,6,2,3,7,3,1
11,19,27,32,22,34,33,29,20,35,34,30,22,35,32,28,26,34,31,27,9,18,25,12,27,27,23,13,29,29,25,18,31,29,25,25,33,30,26,9,17,3,18,19,15,6,22,22,18,14,25,24,20,23,29,26,23,8,8,9,10,7,6,14,15,12,12,18,18,15,20,23,21,19,16,1,2,3,12,6,8,6,12,12,12,12,18,17,16,16,17,18,15,7,22,22,19,16,26,25,21,24,29,27,24,3,5,14,6,9,8,14,12,13,13,19,18,17,17,4,14,3,5,5,12,9,9,10,16,15,14,14,10,6,7,4,9,11,10,9,15,16,14,13,16,16,12,8,19,17,14,17,22,19,16,2,4,13,5,6,9,14,11,11,12,4,12,3,4,6,12,9,9,10,8,6,6,5,11,11,9,9,13,11,6,8,14,11,8,2,6,11,6,6,8,4,8,5,4,6,6,8,5,3,8,6,2,3,7,4,1
11,20,28,35,22,35,35,30,21,36,34,29,23,35,32,28,26,34,31,27,10,20,28,12,28,28,24,15,31,29,24,20,32,29,25,27,33,29,26,10,20,2,20,20,16,9,23,22,17,17,26,23,20,25,29,25,22,9,8,9,9,6,8,13,13,9,14,17,16,14,21,22,19,17,17,1,0,4,13,5,5,6,14,10,10,11,19,16,15,15,17,17,13,8,21,20,15,16,24,21,18,24,27,24,21,2,5,14,6,7,7,16,12,12,13,21,18,16,17,4,13,4,5,6,14,9,9,10,18,15,14,14,9,7,6,4,11,11,10,9,17,16,14,13,15,14,9,8,17,14,10,16,19,16,13,2,6,13,5,6,9,16,11,11,12,4,11,4,4,7,14,10,9,10,8,8,6,5,13,12,10,9,12,9,5,7,12,8,5,2,7,12,6,6,9,4,10,6,4,6,8,8,5,4,8,5,4,3,7,4,1
11,20,28,33,22,36,33,29,22,36,33,30,24,36,33,29,27,36,32,28,10,19,26,12,28,27,22,16,30,28,25,21,32,29,25,27,34,30,26,10,17,3,19,18,14,9,22,21,17,17,25,22,19,24,28,25,22,7,7,9,8,5,8,13,12,10,14,17,15,13,20,21,18,17,14,3,0,3,11,5,5,5,12,10,9,9,17,15,13,13,16,15,11,7,19,18,15,15,22,20,17,22,26,22,20,3,7,14,6,8,8,16,12,12,13,20,17,16,16,4,11,5,5,5,13,10,9,10,17,15,13,13,7,8,6,4,10,11,10,8,15,16,13,12,14,12,9,7,16,13,10,14,19,15,12,2,6,13,5,6,8,15,10,10,11,3,10,5,4,5,13,9,8,9,7,7,5,4,11,11,8,8,12,9,5,6,12,9,5,3,7,12,5,5,8,3,9,6,3,5,7,8,5,3,9,6,4,3,7,3,1
11,20,28,34,22,38,33,28,23,39,35,30,27,40,36,31,31,39,36,33,10,22,30,14,32,28,22,20,36,31,27,26,39,34,30,32,39,36,33,12,21,4,23,18,13,13,27,23,19,21,31,27,24,28,34,30,28,9,7,10,6,1,7,15,11,8,14,20,16,14,21,23,20,19,16,5,4,7,10,6,2,4,11,11,8,8,16,15,13,13,18,14,8,9,22,18,14,17,27,23,19,25,29,26,24,4,10,14,7,7,9,17,14,12,13,21,19,17,18,5,10,9,6,6,14,15,12,11,19,19,17,16,5,14,10,6,12,18,15,12,19,21,18,17,16,11,7,8,19,14,10,15,20,17,15,4,9,14,6,6,9,16,12,11,12,4,10,8,5,6,14,12,10,10,7,12,8,6,13,15,12,11,13,9,5,7,13,9,7,4,8,13,5,5,8,4,10,7,4,6,8,9,6,5,9,7,4,3,6,3,1
11,20,28,33,23,38,34,28,23,39,35,31,26,40,36,31,30,40,36,33,10,21,29,15,32,28,23,19,36,32,27,25,38,34,30,31,39,36,32,11,20,5,22,19,14,12,27,24,20,20,31,27,23,27,33,29,27,8,6,10,7,3,6,16,13,9,13,20,17,14,20,23,20,18,15,5,2,5,9,7,4,3,11,12,9,8,16,15,13,12,17,14,9,8,22,19,15,17,26,23,19,24,29,25,23,3,9,14,7,7,9,16,13,12,13,20,18,16,16,5,10,8,6,5,12,13,11,10,18,17,15,14,5,12,9,6,10,17,13,10,17,19,16,14,16,12,7,8,19,15,11,15,20,17,14,3,8,14,6,6,9,16,11,9,11,4,10,7,5,6,13,11,9,9,7,11,7,5,12,13,10,9,13,9,5,7,13,10,6,4,8,13,5,5,8,4,10,6,3,5,7,9,6,4,10,7,4,3,7,3,1
12,22,29,33,29,43,41,38,31,43,39,34,32,42,37,32,33,40,36,32,10,20,24,23,37,34,30,28,39,33,28,31,38,32,27,33,38,33,28,9,14,15,28,25,20,21,30,24,19,26,31,24,19,29,32,26,21,4,8,19,15,11,15,22,16,11,21,23,16,12,24,25,19,15,7,14,11,6,13,17,11,6,18,19,12,9,22,21,16,13,14,12,9,7,15,10,5,12,15,9,4,15,17,11,6,4,8,13,4,4,9,15,7,6,10,18,12,9,12,4,13,8,3,7,16,11,7,9,20,15,11,12,12,11,5,4,16,13,8,8,20,17,12,11,12,9,7,5,11,6,4,8,10,5,0,6,11,13,3,6,11,15,8,7,11,5,12,8,3,6,16,11,7,8,12,12,5,3,16,14,9,7,10,9,9,3,8,5,5,6,11,12,4,5,10,5,12,9,4,5,13,13,7,3,8,8,9,5,10,5,1
12,21,30,38,25,40,35,30,26,40,36,32,29,42,38,33,33,44,40,36,11,23,32,16,33,28,23,20,35,31,26,26,38,34,29,31,41,37,33,12,22,4,22,17,12,10,24,21,16,17,29,24,20,24,32,28,24,9,9,9,5,0,4,12,8,5,9,16,12,9,15,21,17,13,18,4,4,9,12,2,1,6,9,7,5,7,12,13,9,8,17,13,9,7,21,17,13,15,25,21,17,22,29,26,22,4,9,13,5,6,9,13,11,10,11,17,17,14,13,5,9,7,5,5,10,12,10,8,15,17,14,12,4,12,8,4,8,16,12,9,15,20,17,13,15,10,6,7,18,14,10,14,22,18,14,4,8,12,6,5,8,13,11,9,9,4,7,8,4,5,11,12,9,7,5,12,8,4,10,16,12,8,13,8,3,6,15,11,7,4,9,11,5,3,6,5,8,8,4,3,6,12,8,4,11,8,4,3,8,4,1
11,22,31,37,26,39,39,36,25,37,36,31,25,36,33,28,25,33,31,26,11,20,26,15,28,28,26,14,26,25,21,14,26,23,17,15,23,21,16,9,15,5,16,17,15,3,15,14,10,3,15,12,7,6,13,11,7,6,9,8,8,5,7,6,5,1,5,6,4,3,7,6,5,5,14,4,1,0,13,1,1,5,12,2,4,9,12,6,7,11,14,16,14,2,14,14,10,6,15,13,9,10,15,13,10,3,4,13,3,5,8,13,6,8,11,15,10,11,13,2,15,1,3,7,14,4,6,11,14,8,9,13,13,1,1,4,11,2,4,8,11,5,7,10,13,12,8,3,13,11,7,7,13,11,8,2,5,12,3,5,9,13,7,8,11,4,11,1,3,7,11,4,6,9,6,5,3,3,7,4,4,5,11,9,3,3,10,7,4,2,8,11,4,5,9,5,8,2,3,6,3,6,3,1,8,6,1,2,6,4,1
9,16,21,27,18,27,24,20,17,29,24,21,19,30,25,21,24,31,26,23,8,17,25,12,25,21,17,16,29,25,21,22,32,27,24,29,34,30,27,10,18,4,18,15,11,11,23,20,17,20,28,24,21,27,31,27,26,8,6,8,5,2,7,14,12,9,14,19,17,15,22,24,21,20,14,0,3,7,10,7,7,8,13,13,12,13,20,19,17,17,14,11,7,9,20,17,13,17,24,21,18,25,28,25,23,3,7,10,8,8,8,14,14,13,13,20,19,18,18,3,7,9,7,6,11,14,12,11,19,19,17,16,4,12,10,7,12,17,14,12,20,21,18,17,13,9,5,8,16,12,9,16,19,16,14,4,8,10,6,6,9,14,11,10,12,4,7,7,5,6,12,12,9,10,5,11,7,5,13,14,11,10,10,5,1,7,12,8,5,4,8,10,5,5,8,4,7,7,4,5,7,10,6,5,7,4,2,4,7,3,1
11,17,22,26,17,28,24,20,18,28,25,21,21,29,25,21,24,29,26,23,8,17,24,13,25,21,17,19,29,25,22,26,32,27,24,31,34,30,28,9,17,7,18,14,10,16,23,19,16,23,27,23,21,29,31,27,25,7,4,8,4,2,10,14,10,9,18,19,15,14,24,23,20,20,10,2,2,6,8,7,4,5,14,12,9,10,19,17,15,15,12,8,4,9,16,12,9,17,20,16,14,23,24,20,19,4,8,10,7,5,7,15,13,10,11,21,18,16,16,4,8,9,6,5,15,14,11,11,21,19,16,16,7,12,8,6,15,17,13,11,21,21,17,17,10,6,3,7,12,8,5,14,15,11,10,4,7,11,6,5,8,15,11,10,11,3,9,8,5,6,15,13,10,11,9,10,6,5,15,14,11,10,9,6,3,6,8,4,2,4,7,11,5,5,8,3,10,8,5,6,9,9,6,5,6,5,4,3,6,2,1
